"","placelist...1.","X","positions","X.1","day1$testing_rate_final","day2$testing_rate_final","day3$testing_rate_final","day4$testing_rate_final","day5$testing_rate_final","day6$testing_rate_final","day1$population","diff1","diff2","diff3","diff4","diff5","averages"
"138","Los Angeles - Hollywood, CA",138,34.0928,-118.3287,34106,35051,35257,35544,35952,36391,68254,1.02770773470944,1.00587715043793,1.00814022747256,1.01147873058744,1.01221072541166,0.0130829137238055
"139","Los Angeles - Hollywood Hills, CA",139,34.1177,-118.352,38693,39927,40222,40626,41106,41598,29434,1.03189207350167,1.00738848398327,1.01004425438815,1.01181509378231,1.01196905561232,0.0146217922535417
"140","Los Angeles - Hyde Park, CA",140,33.9806,-118.3306,30994,31660,31880,32185,32522,32823,28541,1.02148802994128,1.00694883133291,1.00956712672522,1.01047071617213,1.00925527335342,0.0115459955049926
"141","Los Angeles - Jefferson Park, CA",141,34.0272,-118.3176,28849,29419,29592,29989,30410,30806,8073,1.01975805053901,1.00588055338387,1.01341578805082,1.01403848077628,1.01302203222624,0.0132229809952462
"142","Los Angeles - Koreatown, CA",142,34.0597,-118.3009,25050,25706,25876,26079,26390,26661,51693,1.0261876247505,1.00661324204466,1.00784510743546,1.01192530388435,1.01026904130352,0.0125680638836989
"143","Los Angeles - Lafayette Square, CA",143,34.0431,-118.3319,29875,30511,30643,30994,31213,31542,4559,1.02128870292887,1.00432630854446,1.01145449205365,1.00706588371943,1.01054047992823,0.0109351734349288
"144","Los Angeles - Lake Balboa, CA",144,34.2011,-118.5011,30335,31154,31391,31683,32038,32384,42206,1.02699851656502,1.00760736984015,1.00930202924405,1.01120474702522,1.01079967538548,0.0131824676119845
"145","Los Angeles - Lakeview Terrace, CA",145,34.2764,-118.3612,33823,34668,34866,35224,35575,36207,13133,1.02498299973391,1.00571131879543,1.0102678827511,1.0099647967295,1.01776528460998,0.0137384565239851
"146","Los Angeles - Leimert Park, CA",146,34.0107,-118.3235,31001,31605,31808,32045,32458,32806,15235,1.01948324247605,1.00642303433001,1.00745095573441,1.01288812607271,1.01072154784645,0.0113933812919249
"147","Los Angeles - Lincoln Heights, CA",147,34.0737,-118.2118,35031,35660,35896,36310,36718,37200,32597,1.01795552510633,1.00661805945036,1.0115333184756,1.01123657394657,1.01312707663816,0.0120941107234054
"148","Los Angeles - Little Armenia, CA",148,34.0981,-118.3005,37383,38280,38417,38555,38717,39040,8025,1.0239948639756,1.003578892372,1.00359215972096,1.00420178965115,1.008342588527,0.00874205884934165
"149","Los Angeles - Little Bangladesh, CA",149,34.0691,-118.2969,27121,27771,27926,28303,28649,28970,28343,1.02396666789573,1.00558136185229,1.01349996419108,1.01222485248914,1.01120457956648,0.0132954851989415
"150","Los Angeles - Little Tokyo, CA",150,34.0523,-118.2395,64092,65432,65656,66103,66422,67092,3133,1.02090744554703,1.00342340139381,1.00680821250152,1.00482580215724,1.01008701936106,0.00921037619213139
"151","Los Angeles - Longwood, CA",151,34.0368,-118.3447,33875,34480,34642,34689,35130,35525,4304,1.01785977859779,1.00469837587007,1.00135673459962,1.01271296376373,1.011243951039,0.00957436077404039
"152","Los Angeles - Los Feliz, CA",152,34.1063,-118.2848,46349,47408,47663,48005,48584,49102,21608,1.02284838939351,1.00537883901451,1.00717537712691,1.01206124362046,1.01066194631978,0.0116251590950343
"153","Los Angeles - Manchester Square, CA",153,33.8993,-118.2977,28210,28925,29135,29475,29803,30155,8536,1.02534562211982,1.00726015557476,1.01166981293976,1.01112807463953,1.01181089152099,0.0134429113589707
"154","Los Angeles - Mandeville Canyon, CA",154,34.0965,-118.5025,38348,39789,40269,40781,41389,42029,3124,1.03757692708877,1.0120636356782,1.01271449502098,1.01490890365611,1.01546304573679,0.0185454014361712
"155","Los Angeles - Mar Vista, CA",155,34.0153,-118.4338,31831,33001,33242,33762,34242,34692,42471,1.03675662090415,1.00730280900579,1.01564286144035,1.01421716722943,1.01314175573857,0.0174122428636561
"156","Los Angeles - Marina Peninsula, CA",156,33.9797,-118.4657,38050,38876,39106,39702,40298,40665,4360,1.02170827858081,1.00591624652742,1.01524062803662,1.01501183819455,1.00910715171969,0.0133968286118182
"157","Los Angeles - Melrose, CA",157,34.0862,-118.3078,36259,37163,37370,37724,38111,38530,77696,1.02493174108497,1.00557005623873,1.00947283917581,1.01025872123847,1.01099420114927,0.0122455117774514
"158","Los Angeles - Mid-city, CA",158,34.0416,-118.3287,36021,36886,37106,37418,37758,38117,15030,1.02401376974543,1.00596432250718,1.0084083436641,1.00908653589182,1.00950791885163,0.0113961781320318
"159","Los Angeles - Miracle Mile, CA",159,34.0595,-118.3491,37971,38960,39188,39516,39894,40322,17985,1.0260461931474,1.00585215605749,1.00836990915586,1.0095657455208,1.0107284303404,0.0121124868443929
"160","Los Angeles - Mission Hills, CA",160,34.2723,-118.4689,34219,35148,35388,35769,36312,36768,24124,1.02714866010111,1.0068282690338,1.01076636147847,1.01518074310157,1.01255783212161,0.0144963731673124
"161","Los Angeles - Mt. Washington, CA",161,34.0992,-118.2204,35337,36198,36393,36749,37378,37722,24145,1.02436539604381,1.0053870379579,1.00978210095348,1.01711611200305,1.00920327465354,0.0131707843223545
"162","Los Angeles - North Hills, CA",162,34.2358,-118.4849,27216,27942,28146,28487,28877,29301,61575,1.02667548500882,1.007300837449,1.01211539828039,1.0136904552954,1.01468296568203,0.0148930283431288
"163","Los Angeles - North Hollywood, CA",163,34.187,-118.3813,29981,30809,31031,31312,31714,32109,151421,1.02761749107768,1.00720568665,1.00905546066836,1.01283852835973,1.01245506716277,0.0138344467837106
"164","Los Angeles - Northridge, CA",164,34.2381,-118.5301,29557,30334,30523,30928,31331,31666,69797,1.0262881889231,1.0062306322938,1.01326868263277,1.01303026383859,1.01069228559574,0.0139020106567982
"165","Los Angeles - Pacific Palisades, CA",165,34.0356,-118.5156,34334,35574,35762,36429,36964,37631,21291,1.03611580357663,1.00528475853151,1.01865108215424,1.01468610173214,1.01804458391949,0.0185564659828017
"166","Los Angeles - Pacoima, CA",166,34.2768,-118.4105,33268,34063,34281,34745,35175,35643,76979,1.02389683780209,1.00639990605642,1.01353519442257,1.01237588142179,1.01330490405117,0.0139025447508088
"167","Los Angeles - Palisades Highlands, CA",167,34.0761,-118.5653,28471,29615,29849,30213,30681,31201,3846,1.04018123704822,1.0079014013169,1.01219471339073,1.01549002085195,1.01694860011082,0.0185431945437253
"168","Los Angeles - Palms, CA",168,34.0244,-118.4075,31875,34123,34371,35283,35798,36201,43877,1.07052549019608,1.00726782522053,1.02653399668325,1.01459626448998,1.0112576121571,0.0260362377493879
"169","Los Angeles - Panorama City, CA",169,34.2276,-118.4424,28874,29565,29838,30136,30522,30967,75250,1.02393156472951,1.00923389142567,1.00998726456197,1.01280860100876,1.0145796474674,0.0141081938386631
"170","Los Angeles - Park La Brea, CA",170,33.841369,-118.03234,26384,27364,27592,27975,28468,28785,13580,1.03714372346877,1.00833211518784,1.01388083502464,1.01762287756926,1.01113530982155,0.0176229722144128
"171","Los Angeles - Pico-Union, CA",171,34.0443,-118.2892,28151,28808,28985,29119,29406,29652,41842,1.02333842492274,1.00614412663149,1.00462308090392,1.00985610769601,1.00836563966537,0.0104654759639051
"172","Los Angeles - Playa Del Rey, CA",172,33.9564,-118.4422,30569,31665,31852,32259,32728,33166,3196,1.03585331545029,1.00590557397758,1.0127778475449,1.01453857838123,1.01338303593253,0.0164916702573055
"173","Los Angeles - Playa Vista, CA",173,33.9754,-118.4192,37344,38449,38869,39344,39783,40111,10947,1.02958976006855,1.01092356108091,1.01222053564537,1.01115799105327,1.00824472764749,0.0144273150991197
"174","Los Angeles - Porter Ranch, CA",174,34.2822,-118.5506,26079,26841,27034,27481,27830,28111,35588,1.02921891176809,1.00719049215752,1.01653473403862,1.01269968341763,1.0100970176069,0.0151481677977521
"175","Los Angeles - Rancho Park, CA",175,34.0454,-118.4207,40640,42393,42637,43415,44131,44543,6560,1.04313484251969,1.00575566720921,1.01824706241058,1.01649199585397,1.00933584101878,0.0185930818024458
"176","Los Angeles - Regent Square, CA",176,34.0411,-118.495,26691,27410,27626,27806,27986,28381,2780,1.02693791914878,1.00788033564393,1.0065156012452,1.00647342300223,1.01411419995712,0.0123842957994516
"177","Los Angeles - Reseda, CA",177,34.2011,-118.5361,34209,34994,35202,35582,35983,36385,76617,1.02294717764331,1.00594387609304,1.0107948412022,1.01126974312855,1.01117194230609,0.0124255160746394
"178","Los Angeles - Reseda Ranch, CA",178,34.2011,-118.5361,31881,32873,33175,33326,33671,34167,4636,1.03111571155234,1.00918687068415,1.00455162019593,1.01035227750105,1.01473077722669,0.0139874514320315
"179","Los Angeles - Reynier Village, CA",179,34.0368,-118.3856,31173,32214,32427,32876,33278,33940,4228,1.03339428351458,1.00661203203576,1.01384648595306,1.01222776493491,1.01989302241721,0.0171947177711047
"180","Los Angeles - San Pedro, CA",180,33.7361,-118.2922,21014,21540,21695,21768,21960,22115,78038,1.02503093175978,1.00719591457753,1.00336483060613,1.00882028665932,1.00705828779599,0.0102940502797497
"181","Los Angeles - Shadow Hills, CA",181,34.2575,-118.355,29604,30639,31045,31540,31990,32463,4442,1.03496149169031,1.01325108521819,1.01594459655339,1.0142675967026,1.01478587058456,0.018642128149809
"182","Los Angeles - Sherman Oaks, CA",182,34.149,-118.4514,35883,37139,37426,37817,38266,38723,87254,1.03500264749324,1.0077277255715,1.01044728263774,1.01187296718407,1.01194271677207,0.0153986679317244
"183","Los Angeles - Silverlake, CA",183,34.0869,-118.2702,49318,50473,50686,51090,51589,52140,44083,1.02341944117766,1.00422007806154,1.00797064278104,1.00976707770601,1.01068057143965,0.0112115622331805
"184","Los Angeles - South Carthay, CA",184,34.0561,-118.3734,35328,36498,36678,37008,37480,38027,10595,1.03311820652174,1.00493177708368,1.00899721904139,1.01275399913532,1.01459445037353,0.0148791304311313
"185","Los Angeles - South Park, CA",185,34.043,-118.2641,29649,30184,30357,30344,30589,30855,37961,1.01804445343856,1.00573151338457,0.999571762690648,1.00807408383865,1.00869593644774,0.00802354996003607
"186","Los Angeles - St Elmo Village, CA",186,34.0431,-118.343,35166,35580,35624,35711,35929,36453,4584,1.01177273502815,1.00123664980326,1.00244217381541,1.00610456161967,1.01458431907373,0.00722808786804308
"187","Los Angeles - Studio City, CA",187,34.1396,-118.3871,41591,42816,43128,43543,44095,44590,22440,1.02945348753336,1.0072869955157,1.00962251901317,1.01267712376272,1.01122576255811,0.0140531776766113
"188","Los Angeles - Sun Valley, CA",188,34.2279,-118.3813,29169,29951,30223,30631,31084,31618,52483,1.02680928382872,1.00908149978298,1.01349965258247,1.01478893930985,1.01717925620898,0.0162717263426007
"189","Los Angeles - Sunland, CA",189,34.2596,-118.3083,29572,30243,30454,30733,31012,31404,20408,1.02269038279454,1.00697682108256,1.00916135811388,1.00907818956822,1.01264026828325,0.0121094039684877
"190","Los Angeles - Sycamore Square, CA",190,34.0572,-118.3459,42813,43895,44204,44668,45131,46677,647,1.02527269754514,1.00703952614193,1.01049678762103,1.01036536222799,1.03425583301943,0.0174860413111046
"191","Los Angeles - Sylmar, CA",191,34.3058,-118.4572,33875,34655,34907,35319,35799,36423,82398,1.0230258302583,1.00727167796855,1.01180279027129,1.01359041875478,1.01743065448756,0.0146242743480951
"192","Los Angeles - Tarzana, CA",192,34.1495,-118.5506,35309,36420,36805,37230,37715,38276,30876,1.03146506556402,1.0105711147721,1.01154734411085,1.01302712865968,1.01487471828185,0.0162970742777024
"193","Los Angeles - Temple-Beaudry, CA",193,34.0629,-118.2513,32769,33532,33691,33983,34312,34697,39482,1.02328420153194,1.00474173923416,1.0086670030572,1.00968131124386,1.01122056423409,0.0115189638602482
"194","Los Angeles - Thai Town, CA",194,34.1018,-118.3036,32236,33153,33388,33714,33938,34336,9809,1.02844645737685,1.00708834796248,1.00976398706122,1.00664412410275,1.01172726736991,0.0127340367746398
"195","Los Angeles - Toluca Lake, CA",195,34.1502,-118.355,39235,40292,40591,41062,41556,42142,8704,1.02694023193577,1.00742082795592,1.01160355743884,1.01203058789148,1.01410145346039,0.0144193317364814
"196","Los Angeles - Toluca Terrace, CA",196,34.1668,-118.3589,31547,32848,33231,33461,33844,34227,1306,1.04124005452182,1.01165976619581,1.00692124823207,1.01144616120259,1.01131662924004,0.0165167718784689
"197","Los Angeles - Toluca Woods, CA",197,34.160984,-118.359174,36329,37137,37298,37783,38428,38751,1858,1.02224118472845,1.00433529902792,1.01300337819722,1.01707116957362,1.00840532944728,0.0130112721948992
"198","Los Angeles - Tujunga, CA",198,34.2596,-118.3083,25387,26027,26156,26386,26688,27145,27810,1.0252097530232,1.00495639143966,1.00879339348524,1.01144546350337,1.01712380095923,0.0135057604821416
"199","Los Angeles - University Hills, CA",199,34.0667,-118.1682,28376,28871,28930,29455,29746,29805,3429,1.01744431914294,1.00204357313567,1.01814725198756,1.00987947716856,1.001983459961,0.00989961627914626
"200","Los Angeles - University Park, CA",200,34.031,-118.279,30911,31501,31622,31818,32113,32350,27456,1.01908705638769,1.00384114790007,1.0061982164316,1.00927148155132,1.00738018870862,0.00915561819586097
"201","Los Angeles - Valley Glen, CA",201,34.1867,-118.4138,27435,28275,28491,28688,29114,29618,30016,1.03061782394751,1.00763925729443,1.00691446421677,1.01484941438929,1.01731125918802,0.0154664438072047
"202","Los Angeles - Valley Village, CA",202,34.1633,-118.3842,37480,38564,38790,39264,39786,40307,24720,1.02892209178228,1.00586038792656,1.01221964423821,1.01329462102689,1.01309505856331,0.0146783607074523
"203","Los Angeles - Van Nuys, CA",203,34.1899,-118.4514,27826,28636,28903,29141,29494,29861,93194,1.02910946596708,1.00932392792289,1.00823443933156,1.01211351703785,1.01244320878823,0.0142449118095223
"204","Los Angeles - Venice, CA",204,33.985,-118.4695,35095,36134,36370,36828,37208,37613,33885,1.02960535688845,1.00653124481098,1.01259279626065,1.01031823612469,1.01088475596646,0.0139864780102457
"205","Los Angeles - Vermont Knolls, CA",205,33.9273,-118.2893,29808,30349,30512,30797,31145,31378,17200,1.01814949006978,1.00537085241688,1.00934058730991,1.01129980192876,1.00748113661904,0.0103283736688746
"206","Los Angeles - Vermont Square, CA",206,34.0037,-118.3002,32572,33473,33642,33825,34387,34792,7657,1.0276617954071,1.00504884533803,1.00543962903513,1.01661492978566,1.01177770669148,0.0133085812514819
"207","Los Angeles - Vermont Vista, CA",207,33.9455,-118.2827,29029,29719,29826,30027,30336,30598,41186,1.02376933411416,1.00360039032269,1.00673908670288,1.0102907383355,1.00863660337553,0.0106072305701506
"208","Los Angeles - Vernon Central, CA",208,34.0039,-118.2301,33274,33880,34034,34188,34534,34872,51998,1.01821241810423,1.00454545454545,1.00452488687783,1.01012051012051,1.00978745584062,0.00943814509772789
"209","Los Angeles - Victoria Park, CA",209,34.047,-118.3319,24896,25372,25563,25789,26134,26336,8399,1.01911953727506,1.00752798360397,1.00884090286743,1.01337779673504,1.0077293946583,0.0113191230279608
"210","Los Angeles - View Heights, CA",210,33.9844,-118.3477,28452,29399,29670,29886,30347,30563,3694,1.03328412765359,1.00921800061227,1.00728008088979,1.01542528274108,1.00711767225755,0.0144650328308564
"211","Los Angeles - Watts, CA",211,33.9386,-118.238,29850,30288,30466,30677,31017,31288,42674,1.01467336683417,1.00587691494982,1.00692575329876,1.01108322195782,1.00873714414676,0.00945928023746445
"212","Los Angeles - Wellington Square, CA",212,34.0401,-118.3339,32513,33245,33306,33795,34059,34222,4915,1.02251407129456,1.00183486238532,1.0146820392722,1.00781180648025,1.00478581285416,0.0103257184572993
"213","Los Angeles - West Adams, CA",213,34.0325,-118.3627,32834,33634,33865,34122,34495,34806,27630,1.02436498751294,1.00686805018731,1.00758895614942,1.01093136392943,1.00901579939122,0.0117538314340635
"214","Los Angeles - West Hills, CA",214,34.1973,-118.644,29737,30581,30808,31141,31521,31905,40545,1.02838215018327,1.00742290964978,1.01080888081018,1.01220256253813,1.01218235462073,0.0141997715604194
"215","Los Angeles - West Los Angeles, CA",215,34.0412,-118.4426,37647,39396,39688,40188,40740,41301,37636,1.04645788509045,1.00741191999188,1.01259826647853,1.01373544341595,1.01377025036819,0.0187947530689978
"216","Los Angeles - West Vernon, CA",216,34.0053,-118.2802,32339,33081,33256,33504,33829,34132,53644,1.02294443241906,1.00529004564554,1.00745730093818,1.00970033428844,1.00895681220255,0.0108697850987531
"217","Los Angeles - Westchester, CA",217,33.9626,-118.3988,29888,30756,30987,31452,31797,32097,51603,1.02904175588865,1.00751072961373,1.01500629296156,1.01096909576498,1.00943485234456,0.0143925453146971
"218","Los Angeles - Westlake, CA",218,34.058,-118.2731,28436,29108,29270,29511,29816,30078,59355,1.02363201575468,1.00556548028034,1.0082336863683,1.01033512927383,1.00878722833378,0.0113107080021837
"219","Los Angeles - Westwood, CA",219,34.0635,-118.4455,31191,36835,37177,38567,39805,40337,54109,1.18094963290693,1.0092846477535,1.0373887080722,1.03209998184977,1.01336515513127,0.0546176251427304
"220","Los Angeles - Wholesale District, CA",220,34.0419,-118.2326,77320,78621,78926,80963,81610,82114,36129,1.01682617692706,1.00387937065161,1.02580898563211,1.00799130467003,1.00617571376057,0.0121363103282754
"221","Los Angeles - Wilmington, CA",221,33.784982,-118.287005,21162,21842,21975,22056,22414,22743,56487,1.03213306870806,1.00608918597198,1.00368600682594,1.01623141095394,1.01467832604622,0.0145635997012274
"222","Los Angeles - Wilshire Center, CA",222,34.0654,-118.3004,27303,28025,28232,28581,28922,29245,50170,1.02644398051496,1.00738626226583,1.01236185888354,1.01193100311396,1.01116796902012,0.0138582147596824
"223","Los Angeles - Winnetka, CA",223,34.2049,-118.574,29282,30078,30327,30636,31001,31437,51786,1.02718393552353,1.0082784759625,1.01018894054803,1.01191408800104,1.0140640624496,0.0143259004969394
"224","Los Angeles - Woodland Hills, CA",224,34.1654,-118.609,34284,35174,35395,35789,36221,36606,68055,1.0259596313149,1.0062830499801,1.01113151575081,1.01207074799519,1.01062919300958,0.0132148276101169
"225","Unincorporated - Acton, CA",225,34.48319,-118.18583,19408,19910,20085,20173,20499,20713,7971,1.02586562242374,1.00878955298845,1.00438137913866,1.01616021414762,1.01043953363579,0.0131272604668524
"226","Unincorporated - Agua Dulce, CA",226,34.4964,-118.3256,19769,20563,20707,20803,21140,21212,4158,1.04016389296373,1.00700286923114,1.00463611339161,1.01619958659809,1.00340586565752,0.0142816655684179
"227","Unincorporated - Altadena, CA",227,34.195275,-118.137227,28998,29764,29977,30365,30626,30979,43620,1.02641561486999,1.00715629619675,1.01294325649665,1.00859542236127,1.01152615424802,0.0133273488345365
"228","Unincorporated - Anaverde, CA",228,34.5611,-118.14118,16711,16777,16976,17175,17308,17440,1508,1.00394949434504,1.01186147702211,1.01172243166824,1.00774381368268,1.00762653108389,0.00858074956039268
"229","Unincorporated - Angeles National Forest, CA",229,34.3168,-118.0058,9960,10201,10281,10281,10361,10442,1245,1.02419678714859,1.00784236839526,1,1.00778134422722,1.00781777820674,0.00952765559556035
"230","Unincorporated - Arcadia, CA",230,34.136258,-118.026704,22265,22817,23092,23431,23769,23844,7981,1.02479227487087,1.01205241705746,1.01468040879958,1.01442533395928,1.00315537044049,0.0138211610255379
"231","Unincorporated - Athens Village, CA",231,33.92,-118.2812,39391,40045,40372,40719,41148,41536,4897,1.01660277728415,1.00816581345986,1.00859506588725,1.01053562219111,1.00942937688345,0.0106657311411635
"232","Unincorporated - Athens-Westmont, CA",232,33.952724,-118.291904,27838,28401,28594,28952,29315,29558,42442,1.02022415403405,1.00679553536847,1.0125201091138,1.01253799392097,1.00828927170391,0.0120734128282411
"233","Unincorporated - Avocado Heights, CA",233,34.0361,-117.9912,25328,25756,25948,26007,26258,26568,6775,1.01689829437776,1.00745457369157,1.00227377832588,1.00965124774099,1.01180592581309,0.00961676398985833
"234","Unincorporated - Azusa, CA",234,34.13529,-117.91506,23369,23815,24047,24154,24374,24606,15923,1.01908511275622,1.00974175939534,1.00444961949516,1.00910822224062,1.00951833921392,0.0103806106202498
"235","Unincorporated - Bassett, CA",235,34.049732,-117.996732,27509,27894,28042,28083,28339,28690,14817,1.01399541968083,1.00530580053058,1.00146209257542,1.00911583520279,1.01238575814249,0.00845298122642313
"236","Unincorporated - Bouquet Canyon, CA",236,34.440891,-118.501748,15750,16496,16682,16869,16962,17148,1073,1.04736507936508,1.01127546071775,1.01120968708788,1.00551307131425,1.01096568800849,0.0172657972986885
"237","Unincorporated - Bradbury, CA",237,34.147,-117.9709,94444,96296,97222,97222,97222,100926,108,1.01960950404472,1.00961618343441,1,1,1.03809837279628,0.0134648120550833
"238","Unincorporated - Canyon Country, CA",238,34.441427,-118.448088,27497,28339,28597,28895,29309,29464,7728,1.03062152234789,1.00910406154063,1.01042067349722,1.01432773836304,1.00528847794193,0.0139524947381426
"239","Unincorporated - Castaic, CA",239,34.489,-118.6257,17289,17749,17962,18094,18285,18399,27191,1.02660651281161,1.01200067609443,1.00734884756709,1.01055598540953,1.00623461853979,0.0125493280844886
"240","Unincorporated - Cerritos, CA",240,33.866914,-118.068648,27939,28620,28790,28450,28961,29302,587,1.02437453022656,1.00593990216632,0.988190343869399,1.01796133567663,1.01177445530196,0.00964811344817296
"241","Unincorporated - Claremont, CA",241,34.09668,-117.71978,23932,24359,24501,24786,24786,24786,702,1.01784221962226,1.00582946754793,1.01163217827844,1,1,0.00706077308972586
"242","Unincorporated - Covina, CA",242,34.097345,-117.906736,23913,24550,24710,24722,24924,25257,16819,1.02663823025133,1.00651731160896,1.00048563334682,1.00817085996279,1.01336061627347,0.0110345302886738
"243","Unincorporated - Covina (Charter Oak), CA",243,34.097345,-117.906736,22284,22824,23030,23189,23387,23783,13144,1.02423263327948,1.0090255871013,1.00690403821103,1.00853853120014,1.01693248385855,0.0131266547301001
"244","Unincorporated - Del Aire, CA",244,33.9161,-118.3695,25450,26269,26542,26565,26906,27157,4393,1.03218074656189,1.01039247782557,1.00086655112652,1.0128364389234,1.0093287742511,0.0131209977376936
"245","Unincorporated - Del Rey, CA",245,33.986,-118.4249,63522,64465,64465,65723,66352,66667,318,1.01484525046441,1,1.01951446521368,1.00957047000289,1.00474740776465,0.0097355186891257
"246","Unincorporated - Del Sur, CA",246,34.689707,-118.288688,14990,15652,15776,15901,16108,16356,2415,1.04416277518346,1.00792231024789,1.00792342799189,1.0130180491793,1.01539607648373,0.017684527817253
"247","Unincorporated - Desert View Highlands, CA",247,34.408383,-118.123597,20979,21781,22262,22463,23105,23466,2493,1.03822870489537,1.02208346724209,1.0090288383793,1.02858033210168,1.01562432373945,0.0227091332715785
"248","Unincorporated - Duarte, CA",248,34.1395,-117.9773,31120,31504,31572,31707,32023,32159,4428,1.01233933161954,1.00215845606907,1.00427594070696,1.00996625350869,1.00424694750648,0.00659738588214642
"249","Unincorporated - East Covina, CA",249,34.097345,-117.906736,24012,24316,24316,24316,24924,25228,329,1.01266033649842,1,1,1.02500411251851,1.01219707912053,0.00997230562749007
"250","Unincorporated - East La Mirada, CA",250,33.9244,-117.9889,21296,21769,22052,22147,22260,22449,5292,1.02221074380165,1.01300013781065,1.00430799927444,1.00510227118797,1.00849056603774,0.0106223436224901
"251","Unincorporated - East Lancaster, CA",251,34.713292,-118.15292,21930,21930,21930,21930,21930,21930,114,1,1,1,1,1,0
"252","Unincorporated - East Los Angeles, CA",252,34.023902,-118.172016,33084,33644,33897,34204,34606,35006,125269,1.01692661105066,1.00751991439781,1.00905684868867,1.0117530113437,1.01155868924464,0.0113630149450976
"253","Unincorporated - East Pasadena, CA",253,34.1382,-118.0742,19850,20756,21006,21037,21443,21740,6403,1.04564231738035,1.01204470996338,1.00147576882795,1.01929932975234,1.01385067387959,0.018462559960724
"254","Unincorporated - East Rancho Dominguez, CA",254,33.874815,-118.240208,26058,26483,26698,26810,27084,27391,15308,1.01630977051193,1.00811841558736,1.00419507079182,1.01022006713913,1.0113351055974,0.0100356859255282
"255","Unincorporated - East Whittier, CA",255,33.963346,-118.018121,19129,19506,19714,19732,19921,20034,5306,1.01970829630404,1.01066338562494,1.00091305671097,1.00957834988851,1.00567240600371,0.00930709890643278
"256","Unincorporated - El Camino Village, CA",256,33.8895,-118.3309,20896,21329,21454,21568,21693,21852,8791,1.02072166921899,1.00586056542735,1.00531369441596,1.0057956231454,1.00732955331213,0.00900422110396604
"257","Unincorporated - El Monte, CA",257,34.078573,-118.043456,26897,26897,26897,26897,26897,27586,145,1,1,1,1,1.02561623972934,0.0051232479458676
"258","Unincorporated - Elizabeth Lake, CA",258,34.6661,-118.3973,10957,11258,11379,11439,11620,11680,1661,1.02747102309026,1.01074791259549,1.0052728710783,1.01582306145642,1.00516351118761,0.0128956758816161
"259","Unincorporated - Florence-Firestone, CA",259,33.974459,-118.248129,30534,31076,31251,31406,31756,32002,64705,1.0177507041331,1.00563135538679,1.00495984128508,1.01114436731835,1.00774656757778,0.00944656714021952
"260","Unincorporated - Franklin Canyon, CA",260,34.1031,-118.4131,16667,16667,16667,16667,16667,16667,NA,1,1,1,1,1,0
"261","Unincorporated - Glendora, CA",261,34.119363,-117.855059,18788,19394,19394,19697,19848,20606,660,1.03225463061529,1,1.01562338867691,1.00766614205209,1.0381902458686,0.0187468814425775
"262","Unincorporated - Hacienda Heights, CA",262,33.976114,-117.981631,19393,19776,19976,20161,20373,20617,55926,1.01974939411128,1.01011326860841,1.009261113336,1.01051535142106,1.01197663574339,0.0123231526440282
"263","Unincorporated - Harbor Gateway, CA",263,33.8405,-118.3024,7e+05,8e+05,8e+05,8e+05,8e+05,8e+05,NA,1.14285714285714,1,1,1,1,0.0285714285714285
"264","Unincorporated - Hawthorne, CA",264,33.914775,-118.348083,23071,23429,23628,23628,23827,23946,2514,1.01551731611114,1.0084937470656,1,1.00842221093618,1.00499433415873,0.00748552165432859
"265","Unincorporated - Hi Vista, CA",265,34.735,-117.7773,8652,8743,8743,8925,8925,9290,1098,1.01051779935275,1,1.02081665332266,1,1.04089635854342,0.0144461622437653
"266","Unincorporated - Kagel/Lopez Canyons, CA",266,34.2866,-118.4014,39306,41643,41785,42351,42564,43059,1412,1.0594565715158,1.00340993684413,1.01354553069283,1.0050293971807,1.01162954609529,0.0186141964657509
"267","Unincorporated - La Crescenta-Montrose, CA",267,34.211341,-118.230652,25701,26302,26468,26731,27029,27292,19801,1.02338430411268,1.00631130712493,1.0099365271271,1.01114810519621,1.00973028968885,0.0121021066499556
"268","Unincorporated - La Habra Heights, CA",268,33.960846,-117.950619,3107,3254,3254,2219,2219,2219,676,1.04731252011587,1,0.681929932390903,1,1,-0.0541515094986458
"269","Unincorporated - La Rambla, CA",269,33.7409,-118.3038,40096,40578,40771,40771,40964,41157,2075,1.01202114924182,1.00475627187146,1,1.00473375683697,1.00471145395957,0.00524452638196382
"270","Unincorporated - La Verne, CA",270,34.10084,-117.76784,23824,24363,24608,24559,24951,25196,2040,1.02262424445937,1.01005623281205,0.99800877763329,1.01596156195285,1.00981924572161,0.0112940125158345
"271","Unincorporated - Ladera Heights, CA",271,33.9878,-118.3704,33107,33644,33899,34267,34719,35144,7071,1.01622013471471,1.00757936036143,1.01085577745656,1.01319053316602,1.01224113597742,0.012017388335229
"272","Unincorporated - Lake Hughes, CA",272,34.67693,-118.44536,22455,22754,23204,23503,23802,24102,668,1.01331551992875,1.01977674255076,1.01288570936046,1.01272178019827,1.01260398285858,0.0142607469793636
"273","Unincorporated - Lake Los Angeles, CA",273,34.408383,-118.123597,16115,16631,16908,17023,17246,17485,12994,1.03201985727583,1.01665564307618,1.00680151407618,1.01309992363273,1.01385828597936,0.0164870448080559
"274","Unincorporated - Lake Manor, CA",274,34.2408,-118.637,28728,29519,29763,29945,30250,30858,1643,1.02753411306043,1.00826586266472,1.00611497496892,1.01018533978961,1.02009917355372,0.0144398928074816
